variant,algo,seed,map_seed,map_config,density,episode,eval_n_envs,reward,shaped_reward,success,route_completion,collision,crash_vehicle,crash_object,out_of_road,cost,episode_length,mean_speed_kmh,mean_lane_deviation,max_lane_deviation,steering_variation,accel_variation,jerk,ttc_risk,min_ttc,risk_gate_rate,continuous_risk_penalty,event_risk_penalty,shield_intervention,shield_soft,shield_hard,overspeed_guard,shield_intervention_rate,shield_soft_rate,shield_hard_rate,overspeed_guard_rate,source_config_json,source_model_path
guard_only,ppo,0,21400,7,0.08,0,16,97.76502147483117,97.76502147483117,0.0,0.24101669827098937,1.0,1.0,0.0,0.0,1.0,231,17.828923009396345,0.09276135717984693,0.3269554046628923,0.004976473944221353,0.2077922077922078,0.21645021645021645,0.0,,0.0,0.0,0.0,191,0,0,191,0.8268398268398268,0.0,0.0,0.8268398268398268,outputs/external_seed_robustness_nenv16_20260701_0425/configs/guard_only_s0_test20000.json,outputs/tuned_ablation_guard_only_nenv16_seed0_1m/runs/guard_only_ppo_s0/model/final_model.zip
guard_only,ppo,0,21500,7,0.08,1,16,247.22302082104716,247.22302082104716,0.0,0.3691749293599307,1.0,1.0,0.0,0.0,1.0,540,18.19620830136924,0.09840624753002325,0.5152455867397536,0.006654471686299615,0.2108473245744352,0.2145510282781389,0.0,,0.0,0.0,0.0,467,0,0,467,0.8648148148148148,0.0,0.0,0.8648148148148148,outputs/external_seed_robustness_nenv16_20260701_0425/configs/guard_only_s0_test20000.json,outputs/tuned_ablation_guard_only_nenv16_seed0_1m/runs/guard_only_ppo_s0/model/final_model.zip
guard_only,ppo,0,21100,7,0.08,2,16,436.2647645912039,436.2647645912039,0.0,0.6817443438397448,1.0,1.0,0.0,0.0,1.0,885,18.10980419488705,0.0409338035865809,0.4122629004777308,0.0061036485844518,0.23830013558015986,0.24530578535155387,0.0017969702542776603,3.297196515382001,0.0,0.0,0.0,747,4,2,741,0.8440677966101695,0.004519774011299435,0.0022598870056497176,0.8372881355932204,outputs/external_seed_robustness_nenv16_20260701_0425/configs/guard_only_s0_test20000.json,outputs/tuned_ablation_guard_only_nenv16_seed0_1m/runs/guard_only_ppo_s0/model/final_model.zip
guard_only,ppo,0,21000,7,0.08,3,16,434.4831656598984,434.4831656598984,1.0,0.9884707969310245,0.0,0.0,0.0,0.0,0.0,914,17.36933784750379,0.1005947455616644,0.6672276094567414,0.009981977072426198,0.26564551501879285,0.26340470689652523,0.022456649268806663,0.057390294317442914,0.0,0.0,0.0,731,14,22,695,0.799781181619256,0.015317286652078774,0.024070021881838075,0.7603938730853391,outputs/external_seed_robustness_nenv16_20260701_0425/configs/guard_only_s0_test20000.json,outputs/tuned_ablation_guard_only_nenv16_seed0_1m/runs/guard_only_ppo_s0/model/final_model.zip
guard_only,ppo,0,20500,7,0.08,4,16,508.65652118091754,508.65652118091754,1.0,0.9906555152888289,0.0,0.0,0.0,0.0,0.0,992,18.320980766803235,0.07385057085022738,0.27051002650411465,0.006540047055281203,0.21890439705983286,0.22172697765692587,0.0001637361649116926,10.050884692891211,0.0,0.0,0.0,865,1,0,864,0.8719758064516129,0.0010080645161290322,0.0,0.8709677419354839,outputs/external_seed_robustness_nenv16_20260701_0425/configs/guard_only_s0_test20000.json,outputs/tuned_ablation_guard_only_nenv16_seed0_1m/runs/guard_only_ppo_s0/model/final_model.zip
guard_only,ppo,0,21200,7,0.08,5,16,468.77678071278655,468.77678071278655,1.0,0.9918312949706122,0.0,0.0,0.0,0.0,0.0,1003,17.96460288319768,0.14896053724918618,0.7473619399813253,0.010828044219778206,0.2292765841883415,0.2332606228850299,0.007643616264340005,1.2436019454740128,0.0,0.0,0.0,853,0,9,844,0.8504486540378864,0.0,0.00897308075772682,0.8414755732801595,outputs/external_seed_robustness_nenv16_20260701_0425/configs/guard_only_s0_test20000.json,outputs/tuned_ablation_guard_only_nenv16_seed0_1m/runs/guard_only_ppo_s0/model/final_model.zip
guard_only,ppo,0,20100,7,0.08,6,16,536.502421248487,536.502421248487,1.0,0.9908706447169501,0.0,0.0,0.0,0.0,0.0,1074,18.016599893364084,0.08307073545094608,0.3501920285115699,0.005107406490817111,0.2211857633439744,0.22677235552274538,0.002223054065891254,6.235381319766681,0.0,0.0,0.0,922,8,2,912,0.8584729981378026,0.0074487895716946,0.00186219739292365,0.8491620111731844,outputs/external_seed_robustness_nenv16_20260701_0425/configs/guard_only_s0_test20000.json,outputs/tuned_ablation_guard_only_nenv16_seed0_1m/runs/guard_only_ppo_s0/model/final_model.zip
guard_only,ppo,0,20200,7,0.08,7,16,549.0229328164144,549.0229328164144,1.0,0.9923162634406625,0.0,0.0,0.0,0.0,0.0,1097,18.088997975804787,0.0817388510981676,0.40917671669696193,0.005585012730353647,0.25670009172277874,0.25852324577929653,0.00039858042623188474,11.194964693849649,0.0,0.0,0.0,914,13,0,901,0.8331814038286235,0.011850501367365542,0.0,0.821330902461258,outputs/external_seed_robustness_nenv16_20260701_0425/configs/guard_only_s0_test20000.json,outputs/tuned_ablation_guard_only_nenv16_seed0_1m/runs/guard_only_ppo_s0/model/final_model.zip
guard_only,ppo,0,20700,7,0.08,8,16,540.7354635705134,540.7354635705134,1.0,0.9914668674599447,0.0,0.0,0.0,0.0,0.0,1110,18.019144169353954,0.1065803333901234,0.28437698736751843,0.006342502028328946,0.2166082835949219,0.2241248649519843,0.0035471677874923464,5.44377203128435,0.0,0.0,0.0,953,8,4,941,0.8585585585585586,0.007207207207207207,0.0036036036036036037,0.8477477477477477,outputs/external_seed_robustness_nenv16_20260701_0425/configs/guard_only_s0_test20000.json,outputs/tuned_ablation_guard_only_nenv16_seed0_1m/runs/guard_only_ppo_s0/model/final_model.zip
guard_only,ppo,0,20400,7,0.08,9,16,546.0792715493653,546.0792715493653,1.0,0.991711992860034,0.0,0.0,0.0,0.0,0.0,1153,17.378052622061915,0.09895447580563595,0.4211188549560852,0.008909285430782713,0.2456677271713925,0.2563717602029223,0.004968187153513684,0.7129534983549554,0.0,0.0,0.0,917,18,6,893,0.795316565481353,0.015611448395490026,0.005203816131830009,0.7745013009540329,outputs/external_seed_robustness_nenv16_20260701_0425/configs/guard_only_s0_test20000.json,outputs/tuned_ablation_guard_only_nenv16_seed0_1m/runs/guard_only_ppo_s0/model/final_model.zip
guard_only,ppo,0,20000,7,0.08,10,16,577.418450003939,577.418450003939,1.0,0.9932821793566221,0.0,0.0,0.0,0.0,0.0,1154,18.04294539363661,0.07774749500622807,0.35543337087454346,0.005934627681076397,0.24101697143483616,0.2382643031702091,0.00045715174394565566,11.230203412906294,0.0,0.0,0.0,968,12,0,956,0.8388214904679376,0.010398613518197574,0.0,0.82842287694974,outputs/external_seed_robustness_nenv16_20260701_0425/configs/guard_only_s0_test20000.json,outputs/tuned_ablation_guard_only_nenv16_seed0_1m/runs/guard_only_ppo_s0/model/final_model.zip
guard_only,ppo,0,21400,7,0.08,11,16,476.1487250625478,476.1487250625478,1.0,0.9895640632477175,0.0,0.0,0.0,0.0,0.0,965,17.717582517710028,0.08578035170905955,0.36403486862146944,0.004866501651318271,0.2259067358130618,0.23144973794413354,0.019877202395985023,0.034404317644720656,0.0,0.0,0.0,821,0,21,800,0.8507772020725388,0.0,0.021761658031088083,0.8290155440414507,outputs/external_seed_robustness_nenv16_20260701_0425/configs/guard_only_s0_test20000.json,outputs/tuned_ablation_guard_only_nenv16_seed0_1m/runs/guard_only_ppo_s0/model/final_model.zip
guard_only,ppo,0,20800,7,0.08,12,16,615.7369279917019,615.7369279917019,1.0,0.9934695993612022,0.0,0.0,0.0,0.0,0.0,1208,18.220492628040855,0.0679305612537845,0.22871224250973643,0.005050661970764115,0.24619579132621652,0.24785142041594777,0.00017870361080083656,11.23729565564444,0.0,0.0,0.0,1027,8,0,1019,0.8501655629139073,0.006622516556291391,0.0,0.8435430463576159,outputs/external_seed_robustness_nenv16_20260701_0425/configs/guard_only_s0_test20000.json,outputs/tuned_ablation_guard_only_nenv16_seed0_1m/runs/guard_only_ppo_s0/model/final_model.zip
